기준일,기준일_시트명,학원순서,학원명,올해_재학생,올해_N수,올해_총인원,올해_총인원_원본열,원본총원_차이,전년_재학생,전년_N수,전년_총인원,목표_재학생,목표_N수,목표_총인원,전년대비_재학생_증감,전년대비_N수_증감,전년대비_총원_증감,전년대비_총원_증감률,목표대비_재학생_차이,목표대비_N수_차이,목표대비_총원_차이,목표달성률_총원,원본파일,원본시트,원본행,추출_올해총원열,추출_목표열,추출_전년열
2026-03-02,3.2(월),1,최상위권 전문관,0,729,729,729,0,0,528,528,0,600,600,0,201,201,0.3806818181818182,0,129,129,1.215,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.2(월),43,K,X/Y,AA/AB
2026-03-02,3.2(월),2,기숙 종합관,0,404,404,404,0,0,257,257,0,400,400,0,147,147,0.5719844357976653,0,4,4,1.01,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.2(월),44,K,X/Y,AA/AB
2026-03-02,3.2(월),3,여학생 전문관,0,331,331,422,-91,0,403,403,0,395,395,0,-72,-72,-0.17866004962779156,0,-64,-64,0.8379746835443038,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.2(월),45,K,X/Y,AA/AB
2026-03-02,3.2(월),4,여학생 수학전문관,0,91,91,,,0,0,0,0,0,0,0,91,91,,0,91,91,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.2(월),46,K,X/Y,AA/AB
2026-03-02,3.2(월),5,남학생 전문관,0,464,464,464,0,0,435,435,0,440,440,0,29,29,0.06666666666666667,0,24,24,1.0545454545454545,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.2(월),47,K,X/Y,AA/AB
2026-03-02,3.2(월),6,강남,92,172,264,264,0,100,133,233,104,305,409,-8,39,31,0.13304721030042918,-12,-133,-145,0.6454767726161369,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.2(월),21,K,X/Y,AA/AB
2026-03-02,3.2(월),7,목동,94,246,340,340,0,94,296,390,85,316,401,0,-50,-50,-0.1282051282051282,9,-70,-61,0.8478802992518704,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.2(월),23,K,X/Y,AA/AB
2026-03-02,3.2(월),8,분당,176,332,508,508,0,221,340,561,220,255,475,-45,-8,-53,-0.0944741532976827,-44,77,33,1.0694736842105264,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.2(월),24,K,X/Y,AA/AB
2026-03-02,3.2(월),9,대구,160,427,587,587,0,191,443,634,218,430,648,-31,-16,-47,-0.07413249211356467,-58,-3,-61,0.9058641975308642,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.2(월),32,K,X/Y,AA/AB
2026-03-02,3.2(월),10,대전,101,172,273,273,0,127,185,312,125,181,306,-26,-13,-39,-0.125,-24,-9,-33,0.8921568627450981,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.2(월),33,K,X/Y,AA/AB
2026-03-04,3.4(수),1,최상위권 전문관,0,733,733,733,0,0,528,528,0,600,600,0,205,205,0.38825757575757575,0,133,133,1.2216666666666667,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.4(수),43,K,X/Y,AA/AB
2026-03-04,3.4(수),2,기숙 종합관,0,406,406,406,0,0,257,257,0,400,400,0,149,149,0.5797665369649806,0,6,6,1.015,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.4(수),44,K,X/Y,AA/AB
2026-03-04,3.4(수),3,여학생 전문관,0,334,334,424,-90,0,404,404,0,395,395,0,-70,-70,-0.17326732673267325,0,-61,-61,0.8455696202531645,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.4(수),45,K,X/Y,AA/AB
2026-03-04,3.4(수),4,여학생 수학전문관,0,90,90,,,0,0,0,0,0,0,0,90,90,,0,90,90,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.4(수),46,K,X/Y,AA/AB
2026-03-04,3.4(수),5,남학생 전문관,0,466,466,466,0,0,433,433,0,440,440,0,33,33,0.07621247113163972,0,26,26,1.059090909090909,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.4(수),47,K,X/Y,AA/AB
2026-03-04,3.4(수),6,강남,94,171,265,265,0,100,136,236,104,305,409,-6,35,29,0.1228813559322034,-10,-134,-144,0.6479217603911981,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.4(수),21,K,X/Y,AA/AB
2026-03-04,3.4(수),7,목동,95,251,346,346,0,94,298,392,85,316,401,1,-47,-46,-0.11734693877551021,10,-65,-55,0.8628428927680798,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.4(수),23,K,X/Y,AA/AB
2026-03-04,3.4(수),8,분당,173,336,509,509,0,222,345,567,220,255,475,-49,-9,-58,-0.10229276895943562,-47,81,34,1.071578947368421,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.4(수),24,K,X/Y,AA/AB
2026-03-04,3.4(수),9,대구,163,433,596,596,0,193,448,641,218,430,648,-30,-15,-45,-0.07020280811232449,-55,3,-52,0.9197530864197531,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.4(수),32,K,X/Y,AA/AB
2026-03-04,3.4(수),10,대전,107,175,282,282,0,127,188,315,125,181,306,-20,-13,-33,-0.10476190476190476,-18,-6,-24,0.9215686274509803,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.4(수),33,K,X/Y,AA/AB
2026-03-08,3.8(일),1,최상위권 전문관,0,729,729,729,0,0,526,526,0,600,600,0,203,203,0.38593155893536124,0,129,129,1.215,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.8(일),12,L,Y/Z,AB/AC
2026-03-08,3.8(일),2,기숙 종합관,0,405,405,405,0,0,255,255,0,400,400,0,150,150,0.5882352941176471,0,5,5,1.0125,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.8(일),13,L,Y/Z,AB/AC
2026-03-08,3.8(일),3,여학생 전문관,0,329,329,419,-90,0,393,393,0,395,395,0,-64,-64,-0.1628498727735369,0,-66,-66,0.8329113924050633,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.8(일),14,L,Y/Z,AB/AC
2026-03-08,3.8(일),4,여학생 수학전문관,0,90,90,,,0,0,0,0,0,0,0,90,90,,0,90,90,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.8(일),15,L,Y/Z,AB/AC
2026-03-08,3.8(일),5,남학생 전문관,0,467,467,467,0,0,434,434,0,440,440,0,33,33,0.07603686635944701,0,27,27,1.0613636363636363,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.8(일),16,L,Y/Z,AB/AC
2026-03-08,3.8(일),6,강남,97,171,268,268,0,105,137,242,104,305,409,-8,34,26,0.10743801652892562,-7,-134,-141,0.6552567237163814,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.8(일),18,L,Y/Z,AB/AC
2026-03-08,3.8(일),7,목동,95,254,349,349,0,93,300,393,85,316,401,2,-46,-44,-0.11195928753180662,10,-62,-52,0.8703241895261845,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.8(일),19,L,Y/Z,AB/AC
2026-03-08,3.8(일),8,분당,176,345,521,521,0,212,351,563,220,255,475,-36,-6,-42,-0.07460035523978685,-44,90,46,1.0968421052631578,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.8(일),20,L,Y/Z,AB/AC
2026-03-08,3.8(일),9,대구,162,442,604,604,0,197,448,645,218,430,648,-35,-6,-41,-0.06356589147286822,-56,12,-44,0.9320987654320988,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.8(일),21,L,Y/Z,AB/AC
2026-03-08,3.8(일),10,대전,110,177,287,287,0,125,191,316,125,181,306,-15,-14,-29,-0.09177215189873418,-15,-4,-19,0.9379084967320261,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.8(일),22,L,Y/Z,AB/AC
2026-03-11,3.11(수),1,최상위권 전문관,0,735,735,735,0,0,526,526,0,600,600,0,209,209,0.3973384030418251,0,135,135,1.225,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.11(수),12,L,Y/Z,AB/AC
2026-03-11,3.11(수),2,기숙 종합관,0,407,407,407,0,0,254,254,0,400,400,0,153,153,0.6023622047244095,0,7,7,1.0175,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.11(수),13,L,Y/Z,AB/AC
2026-03-11,3.11(수),3,여학생 전문관,0,331,331,422,-91,0,395,395,0,395,395,0,-64,-64,-0.1620253164556962,0,-64,-64,0.8379746835443038,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.11(수),14,L,Y/Z,AB/AC
2026-03-11,3.11(수),4,여학생 수학전문관,0,91,91,,,0,0,0,0,0,0,0,91,91,,0,91,91,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.11(수),15,L,Y/Z,AB/AC
2026-03-11,3.11(수),5,남학생 전문관,0,457,457,457,0,0,432,432,0,440,440,0,25,25,0.05787037037037037,0,17,17,1.0386363636363636,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.11(수),16,L,Y/Z,AB/AC
2026-03-11,3.11(수),6,강남,97,174,271,271,0,105,138,243,104,305,409,-8,36,28,0.11522633744855967,-7,-131,-138,0.6625916870415648,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.11(수),18,L,Y/Z,AB/AC
2026-03-11,3.11(수),7,목동,95,257,352,352,0,92,301,393,85,316,401,3,-44,-41,-0.10432569974554708,10,-59,-49,0.8778054862842892,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.11(수),19,L,Y/Z,AB/AC
2026-03-11,3.11(수),8,분당,174,348,522,522,0,213,355,568,220,255,475,-39,-7,-46,-0.08098591549295775,-46,93,47,1.0989473684210527,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.11(수),20,L,Y/Z,AB/AC
2026-03-11,3.11(수),9,대구,164,442,606,606,0,197,449,646,218,430,648,-33,-7,-40,-0.06191950464396285,-54,12,-42,0.9351851851851852,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.11(수),21,L,Y/Z,AB/AC
2026-03-11,3.11(수),10,대전,111,184,295,295,0,125,189,314,125,181,306,-14,-5,-19,-0.06050955414012739,-14,3,-11,0.9640522875816994,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.11(수),22,L,Y/Z,AB/AC
2026-03-15,3.15(일),1,최상위권 전문관,0,735,735,735,0,0,490,490,0,600,600,0,245,245,0.5,0,135,135,1.225,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.15(일),12,L,Y/Z,AB/AC
2026-03-15,3.15(일),2,기숙 종합관,0,410,410,410,0,0,252,252,0,400,400,0,158,158,0.626984126984127,0,10,10,1.025,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.15(일),13,L,Y/Z,AB/AC
2026-03-15,3.15(일),3,여학생 전문관,0,329,329,420,-91,0,350,350,0,395,395,0,-21,-21,-0.06,0,-66,-66,0.8329113924050633,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.15(일),14,L,Y/Z,AB/AC
2026-03-15,3.15(일),4,여학생 수학전문관,0,91,91,,,0,0,0,0,0,0,0,91,91,,0,91,91,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.15(일),15,L,Y/Z,AB/AC
2026-03-15,3.15(일),5,남학생 전문관,0,454,454,454,0,0,431,431,0,440,440,0,23,23,0.05336426914153132,0,14,14,1.0318181818181817,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.15(일),16,L,Y/Z,AB/AC
2026-03-15,3.15(일),6,강남,99,180,279,279,0,104,140,244,104,305,409,-5,40,35,0.14344262295081966,-5,-125,-130,0.6821515892420538,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.15(일),18,L,Y/Z,AB/AC
2026-03-15,3.15(일),7,목동,96,259,355,355,0,93,303,396,85,316,401,3,-44,-41,-0.10353535353535354,11,-57,-46,0.885286783042394,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.15(일),19,L,Y/Z,AB/AC
2026-03-15,3.15(일),8,분당,174,354,528,528,0,213,355,568,220,255,475,-39,-1,-40,-0.07042253521126761,-46,99,53,1.111578947368421,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.15(일),20,L,Y/Z,AB/AC
2026-03-15,3.15(일),9,대구,163,446,609,609,0,197,449,646,218,430,648,-34,-3,-37,-0.05727554179566564,-55,16,-39,0.9398148148148148,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.15(일),21,L,Y/Z,AB/AC
2026-03-15,3.15(일),10,대전,111,186,297,297,0,124,188,312,125,181,306,-13,-2,-15,-0.04807692307692308,-14,5,-9,0.9705882352941176,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.15(일),22,L,Y/Z,AB/AC
2026-03-18,3.18(수),1,최상위권 전문관,0,734,734,734,0,0,515,515,0,600,600,0,219,219,0.42524271844660194,0,134,134,1.2233333333333334,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.18(수),12,L,Y/Z,AB/AC
2026-03-18,3.18(수),2,기숙 종합관,0,413,413,413,0,0,251,251,0,400,400,0,162,162,0.6454183266932271,0,13,13,1.0325,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.18(수),13,L,Y/Z,AB/AC
2026-03-18,3.18(수),3,여학생 전문관,0,328,328,419,-91,0,374,374,0,395,395,0,-46,-46,-0.12299465240641712,0,-67,-67,0.830379746835443,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.18(수),14,L,Y/Z,AB/AC
2026-03-18,3.18(수),4,여학생 수학전문관,0,91,91,,,0,0,0,0,0,0,0,91,91,,0,91,91,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.18(수),15,L,Y/Z,AB/AC
2026-03-18,3.18(수),5,남학생 전문관,0,453,453,453,0,0,436,436,0,440,440,0,17,17,0.0389908256880734,0,13,13,1.0295454545454545,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.18(수),16,L,Y/Z,AB/AC
2026-03-18,3.18(수),6,강남,101,184,285,285,0,104,141,245,104,305,409,-3,43,40,0.16326530612244897,-3,-121,-124,0.6968215158924206,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.18(수),18,L,Y/Z,AB/AC
2026-03-18,3.18(수),7,목동,95,262,357,357,0,91,303,394,85,316,401,4,-41,-37,-0.09390862944162437,10,-54,-44,0.8902743142144638,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.18(수),19,L,Y/Z,AB/AC
2026-03-18,3.18(수),8,분당,175,356,531,531,0,212,362,574,220,255,475,-37,-6,-43,-0.07491289198606271,-45,101,56,1.1178947368421053,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.18(수),20,L,Y/Z,AB/AC
2026-03-18,3.18(수),9,대구,168,444,612,612,0,200,448,648,218,430,648,-32,-4,-36,-0.05555555555555555,-50,14,-36,0.9444444444444444,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.18(수),21,L,Y/Z,AB/AC
2026-03-18,3.18(수),10,대전,113,189,302,302,0,125,188,313,125,181,306,-12,1,-11,-0.03514376996805112,-12,8,-4,0.9869281045751634,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.18(수),22,L,Y/Z,AB/AC
2026-03-22,3.22(일),1,최상위권 전문관,0,752,752,752,0,0,526,526,0,610,610,0,226,226,0.4296577946768061,0,142,142,1.2327868852459016,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.22(일),12,L,Y/Z,AB/AC
2026-03-22,3.22(일),2,기숙 종합관,0,418,418,418,0,0,258,258,0,390,390,0,160,160,0.6201550387596899,0,28,28,1.0717948717948718,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.22(일),13,L,Y/Z,AB/AC
2026-03-22,3.22(일),3,여학생 전문관,0,330,330,426,-96,0,381,381,0,400,400,0,-51,-51,-0.13385826771653545,0,-70,-70,0.825,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.22(일),14,L,Y/Z,AB/AC
2026-03-22,3.22(일),4,여학생 수학전문관,0,96,96,,,0,0,0,0,0,0,0,96,96,,0,96,96,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.22(일),15,L,Y/Z,AB/AC
2026-03-22,3.22(일),5,남학생 전문관,0,462,462,462,0,0,439,439,0,450,450,0,23,23,0.05239179954441914,0,12,12,1.0266666666666666,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.22(일),16,L,Y/Z,AB/AC
2026-03-22,3.22(일),6,강남,102,181,283,283,0,104,145,249,104,305,409,-2,36,34,0.13654618473895583,-2,-124,-126,0.6919315403422983,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.22(일),18,L,Y/Z,AB/AC
2026-03-22,3.22(일),7,목동,94,262,356,356,0,91,305,396,85,316,401,3,-43,-40,-0.10101010101010101,9,-54,-45,0.8877805486284289,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.22(일),19,L,Y/Z,AB/AC
2026-03-22,3.22(일),8,분당,174,355,529,529,0,212,364,576,220,255,475,-38,-9,-47,-0.08159722222222222,-46,100,54,1.1136842105263158,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.22(일),20,L,Y/Z,AB/AC
2026-03-22,3.22(일),9,대구,169,447,616,616,0,201,445,646,218,430,648,-32,2,-30,-0.04643962848297214,-49,17,-32,0.9506172839506173,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.22(일),21,L,Y/Z,AB/AC
2026-03-22,3.22(일),10,대전,112,190,302,302,0,124,191,315,125,181,306,-12,-1,-13,-0.04126984126984127,-13,9,-4,0.9869281045751634,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.22(일),22,L,Y/Z,AB/AC
2026-03-25,3.25(수),1,최상위권 전문관,0,758,758,758,0,0,537,537,0,610,610,0,221,221,0.41154562383612664,0,148,148,1.2426229508196722,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.25(수),12,L,Y/Z,AB/AC
2026-03-25,3.25(수),2,기숙 종합관,0,415,415,415,0,0,259,259,0,390,390,0,156,156,0.6023166023166023,0,25,25,1.064102564102564,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.25(수),13,L,Y/Z,AB/AC
2026-03-25,3.25(수),3,여학생 전문관,0,333,333,431,-98,0,390,390,0,400,400,0,-57,-57,-0.14615384615384616,0,-67,-67,0.8325,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.25(수),14,L,Y/Z,AB/AC
2026-03-25,3.25(수),4,여학생 수학전문관,0,98,98,,,0,0,0,0,0,0,0,98,98,,0,98,98,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.25(수),15,L,Y/Z,AB/AC
2026-03-25,3.25(수),5,남학생 전문관,0,461,461,461,0,0,439,439,0,450,450,0,22,22,0.05011389521640091,0,11,11,1.0244444444444445,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.25(수),16,L,Y/Z,AB/AC
2026-03-25,3.25(수),6,강남,101,179,280,280,0,103,146,249,104,305,409,-2,33,31,0.12449799196787148,-3,-126,-129,0.684596577017115,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.25(수),18,L,Y/Z,AB/AC
2026-03-25,3.25(수),7,목동,94,262,356,356,0,90,306,396,85,316,401,4,-44,-40,-0.10101010101010101,9,-54,-45,0.8877805486284289,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.25(수),19,L,Y/Z,AB/AC
2026-03-25,3.25(수),8,분당,175,358,533,533,0,212,365,577,220,255,475,-37,-7,-44,-0.07625649913344887,-45,103,58,1.1221052631578947,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.25(수),20,L,Y/Z,AB/AC
2026-03-25,3.25(수),9,대구,170,453,623,623,0,202,452,654,218,430,648,-32,1,-31,-0.047400611620795105,-48,23,-25,0.9614197530864198,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.25(수),21,L,Y/Z,AB/AC
2026-03-25,3.25(수),10,대전,114,194,308,308,0,125,188,313,125,181,306,-11,6,-5,-0.01597444089456869,-11,13,2,1.0065359477124183,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.25(수),22,L,Y/Z,AB/AC
2026-03-29,3.29(일),1,최상위권 전문관,0,757,757,757,0,0,542,542,0,610,610,0,215,215,0.3966789667896679,0,147,147,1.240983606557377,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.29(일),12,L,Y/Z,AB/AC
2026-03-29,3.29(일),2,기숙 종합관,0,414,414,414,0,0,258,258,0,390,390,0,156,156,0.6046511627906976,0,24,24,1.0615384615384615,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.29(일),13,L,Y/Z,AB/AC
2026-03-29,3.29(일),3,여학생 전문관,0,328,328,426,-98,0,396,396,0,400,400,0,-68,-68,-0.1717171717171717,0,-72,-72,0.82,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.29(일),14,L,Y/Z,AB/AC
2026-03-29,3.29(일),4,여학생 수학전문관,0,98,98,,,0,0,0,0,0,0,0,98,98,,0,98,98,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.29(일),15,L,Y/Z,AB/AC
2026-03-29,3.29(일),5,남학생 전문관,0,458,458,458,0,0,430,430,0,450,450,0,28,28,0.06511627906976744,0,8,8,1.0177777777777777,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260329(보고용).xlsx",3.29(일),16,L,Y/Z,AB/AC
